item_id,restaurant,name,calories,fat_g,carbohydrates_g,protein_g,sodium_mg,cholesterol_mg,fiber_g,restaurant_id
264,McDonald's,BLUE RASPBERRY SLUSHIE MINUTE MAID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
265,McDonald's,BLUEBERRY POMEGRANATE SMOOTHIE (SMALL),220,0.05,50,2,NULL,5,3,2
266,McDonald's,BUFFALO RANCH MCCHICKEN,360,16,40,14,650,35,2,2
267,McDonald's,BUTTERMILK CHICKEN-CRISPY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
268,McDonald's,CARAMEL FRAPPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
269,McDonald's,CARAMEL LATTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
270,McDonald's,CARAMEL MOCHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
271,McDonald's,CHEESEBURGER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
272,McDonald's,CHEESEBURGER,290,11,33,15,680,45,2,2
273,McDonald's,CHEESY BACON FRIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
274,McDonald's,CHICKEN MCNUGGETS (10 PIECE),470,30,30,22,NULL,65,2,2
275,McDonald's,CHICKEN MCNUGGETS (20 PIECE),940,59,59,44,NULL,135,3,2
276,McDonald's,CHICKEN MCNUGGETS (4 PIECE),190,12,12,9,NULL,25,1,2
277,McDonald's,CHICKEN MCNUGGETS (40 PIECE),1880,118,118,87,NULL,265,6,2
278,McDonald's,CHICKEN MCNUGGETS (6 PIECE),280,18,18,13,NULL,40,1,2
279,McDonald's,CHIPOTLE BBQ SNACK WRAP (CRISPY),340,15,37,14,780,30,1,2
280,McDonald's,CHIPOTLE BBQ SNACK WRAP (GRILLED),260,8,30,16,700,40,1,2
281,McDonald's,CHOCOLATE CHIP FRAPPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
282,McDonald's,CHOCOLATE MCCAFƒ SHAKE (12 FL OZ CUP),560,16,91,12,NULL,60,1,2
283,McDonald's,CHOCOLATE MILK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
284,McDonald's,CHOCOLATE SHAKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
285,McDonald's,CHOCOLATE SHAMROCK SHAKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
286,McDonald's,CINNAMON MELTS,460,19,66,6,370,15,3,2
287,McDonald's,CLASSIC CHICKEN SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
288,McDonald's,CLASSIC OVER ICE SOUTHERN STYLE LEMONADÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
289,McDonald's,COFFEE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
290,McDonald's,COFFEE (LARGE),0,0,0,0,NULL,0,0,2
291,McDonald's,COFFEE (MEDIUM),0,0,0,0,NULL,0,0,2
292,McDonald's,COFFEE (SMALL),0,0,0,0,NULL,0,0,2
293,McDonald's,COKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
294,McDonald's,CRISPY BUTTERMILK CHICKEN MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
295,McDonald's,DAILY DOUBLE,430,22,34,22,760,80,2,2
296,McDonald's,DASANI BOTTLED WATER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
297,McDonald's,DECAF COFFEE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
298,McDonald's,DIET COKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
299,McDonald's,DOUBLE BACON QPC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
300,McDonald's,DOUBLE BACON QPC MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
301,McDonald's,DOUBLE CHEESEBURGER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
302,McDonald's,DOUBLE CHEESEBURGER,430,21,35,24,1040,90,2,2
303,McDonald's,DOUBLE QUARTER CHEESE DELUXE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
304,McDonald's,DOUBLE QUARTER CHEESE DELUXE MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
305,McDonald's,DOUBLE QUARTER POUNDER WITH CHEESE,750,43,42,38,1110,160,3,2
306,McDonald's,DOUBLE QUARTER POUNDER WITH CHEESE MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
307,McDonald's,DOUBLE QUARTER WITH CHEESE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
308,McDonald's,DR PEPPER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
309,McDonald's,EGG MCMUFFIN,300,13,31,17,750,260,4,2
310,McDonald's,EGG WHITE DELIGHT,250,8,30,18,NULL,25,4,2
311,McDonald's,FANTA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
312,McDonald's,FILET-O-FISH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
313,McDonald's,FILET-O-FISH,390,19,39,15,590,40,2,2
314,McDonald's,FILET-O-FISH & FILET-O-FISH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
315,McDonald's,FILET-O-FISH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
316,McDonald's,FRAPPE CARAMEL (SMALL),450,19,64,7,NULL,65,0,2
317,McDonald's,FRAPPE CHOCOLATE CHIP (SMALL),530,23,76,8,NULL,65,1,2
318,McDonald's,FRAPPE MOCHA (SMALL),450,18,65,7,NULL,65,1,2
319,McDonald's,FRENCH FRIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
320,McDonald's,FRENCH VANILLA LATTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
321,McDonald's,FROZEN CLASSIC STOUTHERN STYLE LEMONADE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
322,McDonald's,FRUIT 'N YOGURT PARFAIT,150,2,30,4,NULL,5,1,2
323,McDonald's,FRUIT & MAPLE OATMEAL,290,4,58,5,160,5,5,2
324,McDonald's,FRUIT & MAPLE OATMEAL WITHOUT BROWN SUGÉ,260,4,49,5,160,5,5,2
325,McDonald's,FRUIT & YOGURT PARFAIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
326,McDonald's,GRILLED ARTISAN CHICKEN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
327,McDonald's,GRILLED ARTISAN CHICKEN MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
328,McDonald's,GRILLED CHICKEN SOUTHWEST SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
329,McDonald's,GRILLED ONION CHEDDAR,300,13,32,15,NULL,45,2,2
330,McDonald's,HAMBURGER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
331,McDonald's,HAMBURGER,240,8,32,12,480,30,1,2
332,McDonald's,HAMBURGER - HAPPY MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
333,McDonald's,HASH BROWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
334,McDonald's,HASH BROWN,150,9,15,1,NULL,0,2,2
335,McDonald's,HOLIDAY PIE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
336,McDonald's,HONEST KIDS ORGANIC APPLE JUICE DRINK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
337,McDonald's,HONEY MUSTARD SNACK WRAP (CRISPY),330,15,34,14,750,35,1,2
338,McDonald's,HONEY MUSTARD SNACK WRAP (GRILLED),250,8,27,16,660,45,1,2
339,McDonald's,HOTCAKES,350,9,60,8,590,20,3,2
340,McDonald's,HOTCAKES AND SAUSAGE,520,24,61,15,590,50,3,2
341,McDonald's,ICED CARAMEL COFFEE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
342,McDonald's,ICED CARAMEL LATTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
343,McDonald's,ICED COFFEE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
344,McDonald's,ICED COFFEE CARAMEL (LARGE),260,9,43,2,NULL,35,0,2
345,McDonald's,ICED COFFEE CARAMEL (MEDIUM),180,7,29,1,NULL,50,0,2
346,McDonald's,ICED COFFEE CARAMEL (SMALL),130,4.3,22,1,NULL,15,0,2
347,McDonald's,ICED COFFEE FRENCH VANILLA (LARGE),240,9,41,2,NULL,35,0,2
348,McDonald's,ICED COFFEE FRENCH VANILLA (MEDIUM),170,7,27,1,NULL,25,0,2
349,McDonald's,ICED COFFEE FRENCH VANILLA (SMALL),120,4.5,22,1,NULL,15,0,2
350,McDonald's,ICED COFFEE HAZELNUT (LARGE),250,9,43,2,NULL,35,0,2
351,McDonald's,ICED COFFEE HAZELNUT (SMALL),130,4.5,21,1,NULL,15,0,2
352,McDonald's,ICED COFFEE REGULAR (SMALL),140,4.5,23,1,NULL,15,0,2
353,McDonald's,ICED COFFEE WITH SUGAR FREE FRENCH VANIÉ,160,9,18,2,NULL,35,0,2
354,McDonald's,ICED COFFEE WITH SUGAR FREE FRENCH VANIÉ,120,7,12,1,NULL,25,0,2
355,McDonald's,ICED COFFEE WITH SUGAR FREE FRENCH VANIÉ,80,4.5,9,1,NULL,15,0,2
356,McDonald's,ICED LATTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
357,McDonald's,ICED MOCHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
358,McDonald's,ICED NON-FAT CARAMEL MOCHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
359,McDonald's,ICED NONFAT MOCHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
360,McDonald's,ICED NONFAT VANILLA LATTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
361,McDonald's,ICED VANILLA COFFEE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
362,McDonald's,ICED VANILLA LATTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
363,McDonald's,JALAPE„O DOUBLE,430,23,35,22,1030,80,2,2
364,McDonald's,JALAPENOS SLICED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
365,McDonald's,KIDS FRIES,110,5,15,1,NULL,0,1,2
366,McDonald's,LARGE FRENCH FRIES,510,24,67,6,NULL,0,5,2
367,McDonald's,LATTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
368,McDonald's,M ICED TURTLE COFFEE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
369,McDonald's,M&M MCFLURRY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
370,McDonald's,MAC SNACK WRAP,330,19,26,14,NULL,45,1,2
371,McDonald's,MANGO PINEAPPLE SMOOTHIE (SMALL),210,0.5,50,2,NULL,5,1,2
372,McDonald's,MANGO-PINEAPPLE SMOOTHIE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
373,McDonald's,MCCHICKEN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
374,McDonald's,MCCHICKEN,360,16,40,14,650,35,2,2
375,McDonald's,MCCHICKEN - SMALL MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
376,McDonald's,MCDOUBLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
377,McDonald's,MCDOUBLE,380,17,34,22,840,75,2,2
378,McDonald's,MCDOUBLE - SMALL MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
379,McDonald's,MCRIB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
380,McDonald's,MCRIB - SIDE SALAD MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
381,McDonald's,MEDIUM CAPPUCCINO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
382,McDonald's,MEDIUM FRENCH FRIES,340,16,44,4,NULL,0,4,2
383,McDonald's,MEDIUM HOT TEA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
384,McDonald's,MEDIUM NON-FAT CAPPUCCINO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
385,McDonald's,MEDIUM NONFAT VANILLA CAPPUCCINO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
386,McDonald's,MEDIUM VANILLA CAPPUCCINO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
387,McDonald's,MIGHTY WINGS (10 PIECE),960,63,40,60,NULL,295,4,2
388,McDonald's,MIGHTY WINGS (5 PIECE),480,31,20,30,NULL,145,2,2
389,McDonald's,MILK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
390,McDonald's,MINUTE MAID CHERRY LIMEADE SLUSHIE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
391,McDonald's,MINUTE MAID ORANGE JUICE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
392,McDonald's,MIX BY SPRITE TROPIC BERRY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
393,McDonald's,MOCHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
394,McDonald's,MOCHA FRAPPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
395,McDonald's,NON-FAT CARAMEL MOCHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
396,McDonald's,NON-FAT FRENCH VANILLA LATTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
397,McDonald's,NON-FAT LATTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
398,McDonald's,NON-FAT MOCHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
399,McDonald's,NON-FAT PREMIUM HOT CHOCOLATE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
400,McDonald's,OATMEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
401,Burger King,2 BREAKFAST BURRITO JR. MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
402,Burger King,4PC JALAPENO CHEDDAR BITES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
403,Burger King,4PC MOZZARELLA STICKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
404,Burger King,6PC NUGGETS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
405,Burger King,8PC JALAPENO CHEDDAR BITES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
406,Burger King,8PC MOZZARELLA STICKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
407,Burger King,BACON & EGG BISCUIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
408,Burger King,BACON & EGG BISCUIT MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
409,Burger King,BACON & EGG CROISSAN'WICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
410,Burger King,BACON & EGG CROISSAN'WICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
411,Burger King,BACON CHEESEBURGER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
412,Burger King,BACON CHEESEBURGER,320,16,27,17,710,55,1,3
413,Burger King,BACON DOUBLE CHEESEBURGER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
414,Burger King,BACON DOUBLE CHEESEBURGER,400,22,27,24,670,85,1,3
415,Burger King,BACON KING SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
416,Burger King,BACON KING SANDWICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
417,Burger King,BACON KINGª SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
418,Burger King,BACON KINGª SANDWICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
419,Burger King,"BACON, EGG & CHEESE BISCUIT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
420,Burger King,"BACON, EGG & CHEESE BISCUIT MEAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
421,Burger King,"BACON, EGG & CHEESE CROISSAN WICH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
422,Burger King,"BACON, EGG & CHEESE CROISSAN WICH MEAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
423,Burger King,"BACON, EGG & CHEESE CROISSAN'WICH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
424,Burger King,"BACON, EGG & CHEESE CROISSAN'WICH MEAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
425,Burger King,"BACON, EGG, & CHEESE BISCUIT SANDWICH",390,25,29,12,1230,185,1,3
426,Burger King,"BACON, EGG, & CHEESE CROISSAN'WICH",340,18,30,13,730,185,1,3
427,Burger King,"BACON, SAUSAGE, EGG, & CHEESE BISCUIT SÉ",770,56,35,35,2550,440,1,3
428,Burger King,"BACON, SAUSAGE, EGG, & CHEESE KING CROIÉ",580,40,31,23,1260,215,1,3
429,Burger King,BBQ BACON CRISPY CHICKEN SANDWICH,790,49,60,28,1630,80,2,3
430,Burger King,BIG FISH SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
431,Burger King,BIG FISH SANDWICH,510,28,51,16,1180,30,2,3
432,Burger King,BIG FISH SANDWICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
433,Burger King,BIG KING XL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
434,Burger King,BIG KING XL MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
435,Burger King,BK CAFƒ COFFEE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
436,Burger King,BK CAFƒ MOCHA ICED COFFEE - MEDIUM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
437,Burger King,BK CAFƒ VANILLA ICED COFFEE - MEDIUM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
438,Burger King,"BK CAFE, SMALL",0,0,0,0,0,0,0,3
439,Burger King,BLT CHICKEN JR. SANDWICH,490,32,37,14,770,40,2,3
440,Burger King,BOTTLED NESTLƒ PURE LIFE PURIFIED WATER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
441,Burger King,BOTTLED NESTLE PURE LIFE PURIFIED WATER,0,0,0,0,30,0,0,3
442,Burger King,BREAKFAST BURRITO JR.,370,23,27,15,930,170,3,3
443,Burger King,"BREAKFAST MEALS, FRENCH TOAST STICKS, 5",380,18,49,6,430,0,3,3
444,Burger King,"BREAKFAST SANDWICHES, BREAKFAST BACON KÉ",160,14,3,8,760,40,0,3
445,Burger King,"BREAKFAST SIDES, FRENCH TOAST STICKS, 3",230,11,29,3,260,0,2,3
446,Burger King,"BREAKFAST SIDES, HASH BROWNS, SMALL",250,16,24,2,580,0,3,3
447,Burger King,BREAKFAST SOURDOUGH DOUBLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
448,Burger King,BREAKFAST SOURDOUGH DOUBLE MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
449,Burger King,BUILD YOUR OWN MEAL CRAVER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
450,Burger King,BUILD YOUR OWN MEAL SAVER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
451,Burger King,BUILD YOUR OWN MEAL SUPER SAVER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
452,Burger King,"BUILD YOUR OWN SANDWICH, WHOPPER (PLAINÉ",730,40,47,49,660,130,2,3
453,Burger King,CAPRI SUN APPLE JUICE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
454,Burger King,CAPRI SUN APPLE JUICE,80,0,20,0,25,0,0,3
455,Burger King,"CARAMEL FRAPPE, SMALL",300,8,50,7,210,35,0,3
456,Burger King,CH'KING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
457,Burger King,CH'KING DELUXE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
458,Burger King,CH'KING DELUXE MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
459,Burger King,CH'KING DELUXE SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
460,Burger King,CH'KING DELUXE SANDWICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
461,Burger King,CH'KING MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
462,Burger King,CH'KING SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
463,Burger King,CH'KING SANDWICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
464,Burger King,CHEESEBURGER,280,13,27,15,560,45,1,3
465,Burger King,CHEESY TOTS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
466,Burger King,CHICKEN FRIES - 9 PC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
467,Burger King,CHICKEN FRIES - 9 PC MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
468,Burger King,"CHICKEN FRIES, 9 PIECE",430,32,21,14,930,45,1,3
469,Burger King,CHICKEN JR. SANDWICH,450,30,34,12,780,30,2,3
470,Burger King,CHICKEN NUGGETS - 10 PC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
471,Burger King,CHICKEN NUGGETS - 4 PC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
472,Burger King,"CHICKEN NUGGETS, 10 PIECE",480,27,39,20,1010,55,2,3
473,Burger King,"CHICKEN NUGGETS, 20 PIECE",910,54,66,39,1790,115,4,3
474,Burger King,"CHICKEN NUGGETS, 8 PIECE",340,22,21,16,630,45,1,3
475,Burger King,CHOCOLATE FUDGE SUNDAE,270,7,47,6,220,20,1,3
476,Burger King,CHOCOLATE MILK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
477,Burger King,CHOCOLATE MINI SHAKE,370,89,61,7,240,40,1,3
478,Burger King,CHOCOLATE OREO SHAKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
479,Burger King,CHOCOLATE SHAKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
480,Burger King,CHOCOLATE SHAKE,760,21,131,14,430,55,2,3
481,Burger King,CHOCOLATE SHAKE MADE WITH OREO COOKIES,680,18,118,13,480,55,2,3
482,Burger King,"CLASSIC FRIES, MEDIUM",380,17,53,5,570,0,4,3
483,Burger King,CLASSIC OREO SHAKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
484,Burger King,"COCA-COLA, 20 OZ BOTTLE",240,0,65,0,75,0,0,3
485,Burger King,COKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
486,Burger King,CRISPY CHICKEN CLUB SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
487,Burger King,CRISPY CHICKEN GARDEN SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
488,Burger King,CRISPY CHICKEN GARDEN SALAD,870,71,35,27,1610,100,3,3
489,Burger King,CRISPY CHICKEN SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
490,Burger King,CRISPY CHICKEN SANDWICH,670,41,54,23,1070,60,2,3
491,Burger King,CRISPY CHICKEN SANDWICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
492,Burger King,CRISPY CHICKEN SANDWICH WITH BACON & CHÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
493,Burger King,CRISPY CHICKEN SANDWICH WITH BACON & CHÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
494,Burger King,CRISPY CHICKEN SANDWICH WITH CHEESE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
495,Burger King,CRISPY CHICKEN SANDWICH WITH CHEESE MEAÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
496,Burger King,CRISPY CLUB SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
497,Burger King,CRISPY GARDEN SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
498,Burger King,DIET COKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
499,Burger King,"DIET COKE, 20 OZ BOTTLE",0,0,0,0,70,0,0,3
500,Burger King,DOUBLE BACON KINGª SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
501,Burger King,DOUBLE BACON KINGª SANDWICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
502,Burger King,DOUBLE BACON SOURDOUGH BREAKFAST KING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
503,Burger King,DOUBLE BACON SOURDOUGH BREAKFAST KING MÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
504,Burger King,DOUBLE CHEESEBURGER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
505,Burger King,DOUBLE CHEESEBURGER,390,21,27,23,590,85,1,3
506,Burger King,DOUBLE HAM SOURDOUGH BREAKFAST KING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
507,Burger King,DOUBLE HAM SOURDOUGH BREAKFAST KING MEAÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
508,Burger King,DOUBLE QUARTER POUND KING MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
509,Burger King,DOUBLE QUARTER POUND KINGª MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
510,Burger King,DOUBLE SAUSAGE SOURDOUGH BREAKFAST KING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
511,Burger King,DOUBLE SAUSAGE SOURDOUGH BREAKFAST KINGÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
512,Burger King,"DOUBLE SAUSAGE, EGG & CHEESE BISCUIT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
513,Burger King,"DOUBLE SAUSAGE, EGG & CHEESE BISCUIT MEÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
514,Burger King,"DOUBLE SAUSAGE, EGG & CHEESE CROISSAN'WÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
515,Burger King,"DOUBLE SAUSAGE, EGG & CHEESE CROISSAN'WÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
516,Burger King,"DOUBLE SAUSAGE, EGG, & CHEESE BISCUIT SÉ",910,69,35,39,2760,465,1,3
517,Burger King,"DOUBLE SAUSAGE, EGG, & CHEESE CROISSAN'É",790,59,32,33,1780,260,1,3
518,Burger King,DOUBLE WHOPPER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
519,Burger King,DOUBLE WHOPPER,900,58,49,48,1050,175,2,3
520,Burger King,DOUBLE WHOPPER MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
521,Burger King,DOUBLE WHOPPER WITH BACON & CHEESE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
522,Burger King,DOUBLE WHOPPER WITH BACON & CHEESE MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
523,Burger King,DOUBLE WHOPPER WITH CHEESE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
524,Burger King,DOUBLE WHOPPER WITH CHEESE MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
525,Burger King,DR. PEPPER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
526,Burger King,DUTCH APPLE PIE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
527,Burger King,EGG & CHEESE BISCUIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
528,Burger King,EGG & CHEESE BISCUIT MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
529,Burger King,EGG & CHEESE CROISSAN WICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
530,Burger King,EGG & CHEESE CROISSAN WICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
531,Burger King,EGG & CHEESE CROISSAN'WICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
532,Burger King,EGG & CHEESE CROISSAN'WICH MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
